component,term,weight
3,treatment,0.005335
3,tumoral,0.005439
3,ubicacion,0.001648
3,ubicado,0.002719
3,ulcero,0.000736
3,ultravioleta,-0.013342
3,urologo,-0.006402
3,uso,0.000288
3,usted,0.002826
3,usualmente,0.002719
3,utero,0.554444
3,uv,-0.013342
3,vacuna,0.044009
3,vaginal,0.051179
3,vaginar,0.02559
3,variar,-0.000188
3,variedad,-0.004711
3,vejigar,-0.006402
3,velocidad,-0.003255
3,vena,0.01992
3,verdura,-0.003402
3,version,0.003183
3,vesicular,0.005212
3,vesiculo,0.002606
3,vhb,0.009518
3,vhc,0.004079
3,via,0.007817
3,video,0.004796
3,vih,0.005861
3,virion,0.002719
3,virus,0.195073
3,virus_papiloma,0.180488
3,visitar,0.006396
3,visto,0.001893
3,vitamina,-0.001557
3,viviriar,-0.004802
3,vomito,0.010025
3,vph,0.162068
3,zona,-0.002301
