document_id,term,frequency
1,sindrome,11
3,sindrome,1
7,sintomatico,2
1,small,6
1,sobreviviente,1
8,sobreviviente,1
4,sol,36
3,solicite,1
4,solicite,1
5,solicite,1
9,solicite,1
5,solo,2
6,solo,1
7,solo,3
10,solo,2
4,sombra,2
7,sospechar,1
10,sospechar,1
9,sudoracion_nocturna,5
3,suficiente,1
5,suficiente,1
10,suficiente,1
3,sufrir,1
4,sufrir,1
7,sufrir,1
10,sugerir,2
4,superficie,2
7,superficie,1
10,superficie,1
1,superior,8
4,superior,1
5,superior,1
1,supervivencio,1
6,supervivencio,1
8,supervivencio,1
7,supresor,6
1,sustancia,1
5,sustancia,1
7,sustancia,2
8,sustancia,1
5,tabaco,1
7,tabaco,1
1,tabaquismo,6
7,tabaquismo,1
1,tal,2
5,tal,1
7,tal,3
8,tal,1
3,tamano,1
4,tamano,2
5,tamano,1
7,tamano,1
8,tamano,1
1,tasa,1
6,tasa,1
7,tasa,6
8,tasa,1
5,ten,1
7,ten,1
2,tender,1
4,tender,1
7,tender,1
10,tender,1
1,terapiar,2
3,terapiar,1
5,terapiar,3
6,terapiar,1
8,terapiar,1
10,terapiar,2
3,termino,1
7,termino,1
5,testosteronar,2
7,testosteronar,1
3,tienda,1
4,tienda,1
5,tienda,1
3,tipico,1
5,tipico,1
10,tomo,2
1,tos,6
1,tos_persistente,8
1,tragar,2
5,transcripcion,1
7,transcripcion,3
7,transmision,3
10,transmision,3
10,trasmitar,2
7,trastorno,1
9,trastorno,1
3,tratar,2
5,tratar,5
6,tratar,1
10,tratar,2
7,trav,3
10,trav,1
1,treatment,2
7,tumoral,4
3,ubicacion,1
7,ubicacion,1
7,ubicado,2
3,ulcero,2
6,ulcero,1
4,ultravioleta,5
5,urologo,3
1,uso,1
3,uso,1
4,uso,1
1,usted,1
6,usted,1
7,usualmente,2
10,utero,65
4,uv,5
7,vacuna,1
10,vacuna,5
10,vaginal,6
10,vaginar,3
2,variar,1
5,variar,1
7,variar,1
9,variar,1
3,variedad,3
4,variedad,1
5,variedad,2
7,variedad,1
5,vejigar,3
5,velocidad,2
9,velocidad,2
1,vena,7
8,vena,1
3,verdura,3
5,verdura,2
1,version,1
3,version,2
4,version,2
5,version,2
9,version,2
10,version,1
7,vesicular,2
8,vesicular,2
7,vesiculo,1
8,vesiculo,1
7,vhb,7
7,vhc,3
7,via,3
8,via,3
1,video,1
5,video,3
10,video,1
4,vih,1
10,vih,1
7,virion,2
7,virus,18
10,virus,20
7,virus_papiloma,1
10,virus_papiloma,21
5,visitar,1
10,visitar,1
1,visto,1
5,visto,1
7,visto,1
3,vitamina,2
5,vitamina,1
4,viviriar,1
5,viviriar,1
1,vomito,2
6,vomito,6
8,vomito,3
10,vph,19
1,zona,2
2,zona,1
3,zona,1
4,zona,3
